MthCalDt,INDNO,_NAME_,COL1
1965-06-30,1000511,MthTotRet,-0.067209627
1965-07-30,1000511,MthTotRet,0.0245946824
1965-08-31,1000511,MthTotRet,0.0421205621
1965-09-30,1000511,MthTotRet,0.0301906866
1965-10-29,1000511,MthTotRet,0.038909333
1965-11-30,1000511,MthTotRet,0.0202707987
1965-12-31,1000511,MthTotRet,0.0280200083
1966-01-31,1000511,MthTotRet,0.0341082251
1966-02-28,1000511,MthTotRet,0.0032735183
1966-03-31,1000511,MthTotRet,-0.02386808
1966-04-29,1000511,MthTotRet,0.0250636236
1966-05-31,1000511,MthTotRet,-0.067404096
1966-06-30,1000511,MthTotRet,-0.010504405
1966-07-29,1000511,MthTotRet,-0.012029783
1966-08-31,1000511,MthTotRet,-0.086738492
1966-09-30,1000511,MthTotRet,-0.013283273
1966-10-31,1000511,MthTotRet,0.0263333588
1966-11-30,1000511,MthTotRet,0.0291484505
1966-12-30,1000511,MthTotRet,0.0118318949
1967-01-31,1000511,MthTotRet,0.1239854951
1967-02-28,1000511,MthTotRet,0.0091481126
1967-03-31,1000511,MthTotRet,0.0505581922
1967-04-28,1000511,MthTotRet,0.0379089876
1967-05-31,1000511,MthTotRet,-0.028347294
1967-06-30,1000511,MthTotRet,0.0366375263
1967-07-31,1000511,MthTotRet,0.067933207
1967-08-31,1000511,MthTotRet,0.0045477142
1967-09-29,1000511,MthTotRet,0.0260637164
1967-10-31,1000511,MthTotRet,-0.049601069
1967-11-30,1000511,MthTotRet,-0.000350791
1967-12-29,1000511,MthTotRet,0.0453758918
1968-01-31,1000511,MthTotRet,-0.011735086
1968-02-29,1000511,MthTotRet,-0.030934625
1968-03-29,1000511,MthTotRet,0.0038254597
1968-04-30,1000511,MthTotRet,0.1031816493
1968-05-31,1000511,MthTotRet,0.0427725653
1968-06-28,1000511,MthTotRet,0.0202112268
1968-07-30,1000511,MthTotRet,-0.024760788
1968-08-30,1000511,MthTotRet,0.0256400186
1968-09-30,1000511,MthTotRet,0.0554017544
1968-10-31,1000511,MthTotRet,0.0132211401
1968-11-29,1000511,MthTotRet,0.0680667443
1968-12-31,1000511,MthTotRet,-0.024707095
1969-01-31,1000511,MthTotRet,-0.004565204
1969-02-28,1000511,MthTotRet,-0.063503516
1969-03-28,1000511,MthTotRet,0.0213722341
1969-04-30,1000511,MthTotRet,0.0117649611
1969-05-29,1000511,MthTotRet,-0.005306439
1969-06-30,1000511,MthTotRet,-0.082491844
1969-07-31,1000511,MthTotRet,-0.069657763
1969-08-29,1000511,MthTotRet,0.0441917697
1969-09-30,1000511,MthTotRet,-0.018317542
1969-10-31,1000511,MthTotRet,0.0641151098
1969-11-28,1000511,MthTotRet,-0.043121035
1969-12-31,1000511,MthTotRet,-0.039930278
1970-01-30,1000511,MthTotRet,-0.058388182
1970-02-27,1000511,MthTotRet,0.0685923617
1970-03-31,1000511,MthTotRet,0.0029369299
1970-04-30,1000511,MthTotRet,-0.109115756
1970-05-29,1000511,MthTotRet,-0.082317119
1970-06-30,1000511,MthTotRet,-0.057403517
1970-07-31,1000511,MthTotRet,0.0819032578
1970-08-31,1000511,MthTotRet,0.0622267567
1970-09-30,1000511,MthTotRet,0.0652503331
1970-10-30,1000511,MthTotRet,-0.032195949
1970-11-30,1000511,MthTotRet,0.0470186293
1970-12-31,1000511,MthTotRet,0.0842423704
1971-01-29,1000511,MthTotRet,0.0839353355
1971-02-26,1000511,MthTotRet,0.0211011917
1971-03-31,1000511,MthTotRet,0.0401000033
1971-04-30,1000511,MthTotRet,0.0413738406
1971-05-28,1000511,MthTotRet,-0.041095363
1971-06-30,1000511,MthTotRet,-0.005734615
1971-07-30,1000511,MthTotRet,-0.042480592
1971-08-31,1000511,MthTotRet,0.0525728065
1971-09-30,1000511,MthTotRet,-0.014161999
1971-10-29,1000511,MthTotRet,-0.05498113
1971-11-30,1000511,MthTotRet,-0.017273034
1971-12-31,1000511,MthTotRet,0.1090280059
1972-01-31,1000511,MthTotRet,0.0379289905
1972-02-29,1000511,MthTotRet,0.0278521599
1972-03-30,1000511,MthTotRet,0.0012806482
1972-04-28,1000511,MthTotRet,0.0046698163
1972-05-31,1000511,MthTotRet,0.0009452303
1972-06-30,1000511,MthTotRet,-0.03101986
1972-07-31,1000511,MthTotRet,-0.020225787
1972-08-31,1000511,MthTotRet,0.0410051084
1972-09-29,1000511,MthTotRet,-0.021764511
1972-10-31,1000511,MthTotRet,0.0031606505
1972-11-30,1000511,MthTotRet,0.0730142378
1972-12-29,1000511,MthTotRet,-0.011839413
1973-01-31,1000511,MthTotRet,-0.049043463
1973-02-28,1000511,MthTotRet,-0.048057388
1973-03-30,1000511,MthTotRet,-0.014150979
1973-04-30,1000511,MthTotRet,-0.048871597
1973-05-31,1000511,MthTotRet,-0.048185232
1973-06-29,1000511,MthTotRet,-0.026551389
1973-07-31,1000511,MthTotRet,0.0742056295
1973-08-31,1000511,MthTotRet,-0.01986708
1973-09-28,1000511,MthTotRet,0.0951021515
1973-10-31,1000511,MthTotRet,0.0003704318
1973-11-30,1000511,MthTotRet,-0.149389003
1973-12-31,1000511,MthTotRet,0.0102118932
1974-01-31,1000511,MthTotRet,0.0705942025
1974-02-28,1000511,MthTotRet,0.015289351
1974-03-29,1000511,MthTotRet,-0.020738627
1974-04-30,1000511,MthTotRet,-0.054266008
1974-05-31,1000511,MthTotRet,-0.06189505
1974-06-28,1000511,MthTotRet,-0.028207065
1974-07-31,1000511,MthTotRet,-0.04801812
1974-08-30,1000511,MthTotRet,-0.088520528
1974-09-30,1000511,MthTotRet,-0.08058214
1974-10-31,1000511,MthTotRet,0.1350751843
1974-11-29,1000511,MthTotRet,-0.04036615
1974-12-31,1000511,MthTotRet,-0.034578226
1975-01-31,1000511,MthTotRet,0.2312953358
1975-02-28,1000511,MthTotRet,0.0461680345
1975-03-31,1000511,MthTotRet,0.0687406116
1975-04-30,1000511,MthTotRet,0.0430864143
1975-05-30,1000511,MthTotRet,0.0590381061
1975-06-30,1000511,MthTotRet,0.0641747913
1975-07-31,1000511,MthTotRet,-0.054769336
1975-08-29,1000511,MthTotRet,-0.027984691
1975-09-30,1000511,MthTotRet,-0.035547595
1975-10-31,1000511,MthTotRet,0.0479032
1975-11-28,1000511,MthTotRet,0.0352850165
1975-12-31,1000511,MthTotRet,-0.002168613
1976-01-30,1000511,MthTotRet,0.1598174315
1976-02-27,1000511,MthTotRet,0.0357112559
1976-03-31,1000511,MthTotRet,0.0188659539
1976-04-30,1000511,MthTotRet,-0.008644191
1976-05-28,1000511,MthTotRet,-0.016453901
1976-06-30,1000511,MthTotRet,0.0540920843
1976-07-30,1000511,MthTotRet,-0.005090212
1976-08-31,1000511,MthTotRet,-0.01046566
1976-09-30,1000511,MthTotRet,0.0197695319
1976-10-29,1000511,MthTotRet,-0.024109309
1976-11-30,1000511,MthTotRet,0.0229763225
1976-12-31,1000511,MthTotRet,0.0747883196
1977-01-31,1000511,MthTotRet,-0.03410292
1977-02-28,1000511,MthTotRet,-0.018894294
1977-03-31,1000511,MthTotRet,0.0008929107
1977-04-29,1000511,MthTotRet,0.0082448098
1977-05-31,1000511,MthTotRet,-0.014015927
1977-06-30,1000511,MthTotRet,0.0530536577
1977-07-29,1000511,MthTotRet,-0.017614172
1977-08-31,1000511,MthTotRet,-0.014606484
1977-09-30,1000511,MthTotRet,-0.001939857
1977-10-31,1000511,MthTotRet,-0.037299452
1977-11-30,1000511,MthTotRet,0.0627221191
1977-12-30,1000511,MthTotRet,0.0013220648
1978-01-31,1000511,MthTotRet,-0.052202557
1978-02-28,1000511,MthTotRet,-0.010106147
1978-03-31,1000511,MthTotRet,0.0530170267
1978-04-28,1000511,MthTotRet,0.0840376092
1978-05-31,1000511,MthTotRet,0.0337896392
1978-06-30,1000511,MthTotRet,-0.01213792
1978-07-31,1000511,MthTotRet,0.0613252388
1978-08-31,1000511,MthTotRet,0.0505384432
1978-09-29,1000511,MthTotRet,-0.008444896
1978-10-31,1000511,MthTotRet,-0.133471631
1978-11-30,1000511,MthTotRet,0.0284950078
1978-12-29,1000511,MthTotRet,0.0088899427
1979-01-31,1000511,MthTotRet,0.0686492874
1979-02-28,1000511,MthTotRet,-0.030551734
1979-03-30,1000511,MthTotRet,0.072929821
1979-04-30,1000511,MthTotRet,0.0107326403
1979-05-31,1000511,MthTotRet,-0.013328791
1979-06-29,1000511,MthTotRet,0.0517717676
1979-07-31,1000511,MthTotRet,0.0265226944
1979-08-31,1000511,MthTotRet,0.0718965677
1979-09-28,1000511,MthTotRet,-0.00096386
1979-10-31,1000511,MthTotRet,-0.091401854
1979-11-30,1000511,MthTotRet,0.0658072965
1979-12-31,1000511,MthTotRet,0.0403372567
1980-01-31,1000511,MthTotRet,0.0584988046
1980-02-29,1000511,MthTotRet,-0.03167877
1980-03-31,1000511,MthTotRet,-0.105716155
1980-04-30,1000511,MthTotRet,0.0457817271
